name	site	target	counts	exps	overall	all_exps	SGD
UBC_st055981:52.8uM	UBC	RPC53	2	1	2	1	<a href=https://www.yeastgenome.org/locus/RPC53>RPC53</a>
UBC_st081495:74uM	UBC	LSM2	2	1	2	1	<a href=https://www.yeastgenome.org/locus/LSM2>LSM2</a>
UBC_tmb-8:126uM	UBC	GFA1	2	1	5	1	<a href=https://www.yeastgenome.org/locus/GFA1>GFA1</a>
UBC_tunicamycin:200.47nM	UBC	ALG7	2	1	4	1	<a href=https://www.yeastgenome.org/locus/ALG7>ALG7</a>
UBC_tunicamycin:25nM	UBC	ALG7	2	1	4	1	<a href=https://www.yeastgenome.org/locus/ALG7>ALG7</a>
UBC_0100-0052:35.5uM	UBC	GCD2	1	2	1	2	<a href=https://www.yeastgenome.org/locus/GCD2>GCD2</a>
UBC_0136-0228:77.9uM	UBC	ARC35	1	1	3	1	<a href=https://www.yeastgenome.org/locus/ARC35>ARC35</a>
UBC_0302-0231:76uM	UBC	NTF2	1	1	1	1	<a href=https://www.yeastgenome.org/locus/NTF2>NTF2</a>
UBC_0335-0847:266uM	UBC	SEC63	1	1	1	1	<a href=https://www.yeastgenome.org/locus/SEC63>SEC63</a>
UBC_0438-0332:85.39uM	UBC	PRE1	1	2	1	2	<a href=https://www.yeastgenome.org/locus/PRE1>PRE1</a>
UBC_1000-1494:117uM	UBC	GLE1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/GLE1>GLE1</a>
UBC_1123-0200:71.5uM	UBC	YNL150W	1	2	2	2	<a href=https://www.yeastgenome.org/locus/YNL150W>YNL150W</a>
UBC_1171-0579:82.7uM	UBC	YDR526C	1	2	1	2	<a href=https://www.yeastgenome.org/locus/YDR526C>YDR526C</a>
UBC_1181-0519:7.26uM	UBC	ERG25	1	1	1	1	<a href=https://www.yeastgenome.org/locus/ERG25>ERG25</a>
UBC_1189-1591:158uM	UBC	TIF34	1	1	1	1	<a href=https://www.yeastgenome.org/locus/TIF34>TIF34</a>
UBC_1327-0036:5uM	UBC	TUB2	1	1	5	1	<a href=https://www.yeastgenome.org/locus/TUB2>TUB2</a>
UBC_1391-0721:126uM	UBC	NUP159	1	1	1	1	<a href=https://www.yeastgenome.org/locus/NUP159>NUP159</a>
UBC_1436-0052:41.2uM	UBC	NOP8	1	4	1	4	<a href=https://www.yeastgenome.org/locus/NOP8>NOP8</a>
UBC_1486-1430:230uM	UBC	SRP72	1	1	1	1	<a href=https://www.yeastgenome.org/locus/SRP72>SRP72</a>
UBC_1543-0184:62.41uM	UBC	PMA1	1	1	2	1	<a href=https://www.yeastgenome.org/locus/PMA1>PMA1</a>
UBC_3013-0144:2.29uM	UBC	CDC12	1	1	3	1	<a href=https://www.yeastgenome.org/locus/CDC12>CDC12</a>
UBC_3970-0799:1.8uM	UBC	HEM2	1	1	1	1	<a href=https://www.yeastgenome.org/locus/HEM2>HEM2</a>
UBC_4069-0007:56.1uM	UBC	SEC21	1	1	1	1	<a href=https://www.yeastgenome.org/locus/SEC21>SEC21</a>
UBC_4466-0038:42nM	UBC	CDC20	1	1	1	1	<a href=https://www.yeastgenome.org/locus/CDC20>CDC20</a>
UBC_5100729:123uM	UBC	YRA1	1	2	1	2	<a href=https://www.yeastgenome.org/locus/YRA1>YRA1</a>
UBC_5423970:71.43uM	UBC	MCD4	1	2	1	2	<a href=https://www.yeastgenome.org/locus/MCD4>MCD4</a>
UBC_5649887:115uM	UBC	ASK1	1	2	1	2	<a href=https://www.yeastgenome.org/locus/ASK1>ASK1</a>
UBC_5812728:15.03uM	UBC	PKC1	1	4	4	4	<a href=https://www.yeastgenome.org/locus/PKC1>PKC1</a>
UBC_6148992:148.28uM	UBC	SPC42	1	3	1	3	<a href=https://www.yeastgenome.org/locus/SPC42>SPC42</a>
UBC_6654152:15.4uM	UBC	ERV1	1	2	5	2	<a href=https://www.yeastgenome.org/locus/ERV1>ERV1</a>
UBC_7312221:64.1uM	UBC	GLN4	1	2	1	2	<a href=https://www.yeastgenome.org/locus/GLN4>GLN4</a>
UBC_7312221:64.1uM	UBC	YOR169C	1	2	1	2	<a href=https://www.yeastgenome.org/locus/YOR169C>YOR169C</a>
UBC_7736369:71.43uM	UBC	BRX1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/BRX1>BRX1</a>
UBC_7968870:71.43uM	UBC	ERG9	1	1	7	1	<a href=https://www.yeastgenome.org/locus/ERG9>ERG9</a>
UBC_7971645:200uM	UBC	UTP11	1	1	1	1	<a href=https://www.yeastgenome.org/locus/UTP11>UTP11</a>
UBC_9022543:33.42uM	UBC	RPO21	1	1	1	1	<a href=https://www.yeastgenome.org/locus/RPO21>RPO21</a>
UBC_9025781:8.96uM	UBC	RAD53	1	1	1	1	<a href=https://www.yeastgenome.org/locus/RAD53>RAD53</a>
UBC_9049783:174.81uM	UBC	MEX67	1	1	1	1	<a href=https://www.yeastgenome.org/locus/MEX67>MEX67</a>
UBC_9091542:195.52uM	UBC	RPL25	1	1	1	1	<a href=https://www.yeastgenome.org/locus/RPL25>RPL25</a>
UBC_9116269:49.47uM	UBC	SUI1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/SUI1>SUI1</a>
UBC_acivicin:6.25uM	UBC	GLN1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/GLN1>GLN1</a>
UBC_aureobasidin a:60nM	UBC	AUR1	1	3	1	3	<a href=https://www.yeastgenome.org/locus/AUR1>AUR1</a>
UBC_baicalein:25.65uM	UBC	IRR1	1	2	1	2	<a href=https://www.yeastgenome.org/locus/IRR1>IRR1</a>
UBC_betulinic acid:100uM	UBC	ALG14	1	1	1	1	<a href=https://www.yeastgenome.org/locus/ALG14>ALG14</a>
UBC_bromebric acid:70.15uM	UBC	TRE2	1	1	1	1	<a href=https://www.yeastgenome.org/locus/TRE2>TRE2</a>
UBC_chloral hydrate:100uM	UBC	ACS2	1	3	7	3	<a href=https://www.yeastgenome.org/locus/ACS2>ACS2</a>
UBC_chloral hydrate:100uM	UBC	ERG10	1	3	1	3	<a href=https://www.yeastgenome.org/locus/ERG10>ERG10</a>
UBC_chlorophetanol:41.54uM	UBC	RET2	1	1	4	1	<a href=https://www.yeastgenome.org/locus/RET2>RET2</a>
UBC_clofazimine:15.1uM	UBC	HYP2	1	1	1	1	<a href=https://www.yeastgenome.org/locus/HYP2>HYP2</a>
UBC_didemethylchlorpromazine sulfoxide:707.39nM	UBC	YAH1	1	2	1	2	<a href=https://www.yeastgenome.org/locus/YAH1>YAH1</a>
UBC_didemethylchlorpromazine sulfoxide:707.39nM	UBC	YPL251W	1	2	1	2	<a href=https://www.yeastgenome.org/locus/YPL251W>YPL251W</a>
UBC_fluconazole:33.52uM	UBC	MED4	1	4	1	4	<a href=https://www.yeastgenome.org/locus/MED4>MED4</a>
UBC_fluconazole:33.52uM	UBC	YJL195C	1	4	1	4	<a href=https://www.yeastgenome.org/locus/YJL195C>YJL195C</a>
UBC_inermin:26.06uM	UBC	YPT1	1	1	2	1	<a href=https://www.yeastgenome.org/locus/YPT1>YPT1</a>
UBC_k048-0125:159uM	UBC	FRS2	1	2	2	2	<a href=https://www.yeastgenome.org/locus/FRS2>FRS2</a>
UBC_methotrexate:400uM	UBC	FOL2	1	1	3	1	<a href=https://www.yeastgenome.org/locus/FOL2>FOL2</a>
UBC_MG-132:525uM	UBC	SSS1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/SSS1>SSS1</a>
UBC_myriocin:605nM	UBC	LCB1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/LCB1>LCB1</a>
UBC_rapamycin:4nM	UBC	TOR2	1	2	4	2	<a href=https://www.yeastgenome.org/locus/TOR2>TOR2</a>
UBC_st001878:87.6uM	UBC	CDC25	1	1	1	1	<a href=https://www.yeastgenome.org/locus/CDC25>CDC25</a>
UBC_st020265:53.49uM	UBC	TIF6	1	1	1	1	<a href=https://www.yeastgenome.org/locus/TIF6>TIF6</a>
UBC_st069448:26.9uM	UBC	ACC1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/ACC1>ACC1</a>
UBC_sulbentine:18.36uM	UBC	HEM3	1	1	1	1	<a href=https://www.yeastgenome.org/locus/HEM3>HEM3</a>
UBC_tacrolimus:29.8uM	UBC	RPL15A	1	3	9	3	<a href=https://www.yeastgenome.org/locus/RPL15A>RPL15A</a>
UBC_tacrolimus:29.8uM	UBC	SPP41	1	3	7	3	<a href=https://www.yeastgenome.org/locus/SPP41>SPP41</a>
UBC_terbinafine:19.92uM	UBC	ERG1	1	1	6	1	<a href=https://www.yeastgenome.org/locus/ERG1>ERG1</a>
UBC_ticlatone:3.52uM	UBC	YOR282W	1	1	1	1	<a href=https://www.yeastgenome.org/locus/YOR282W>YOR282W</a>
UBC_tnp00248:1.33uM	UBC	BMS1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/BMS1>BMS1</a>
UBC_totarol:10uM	UBC	ERG26	1	1	1	1	<a href=https://www.yeastgenome.org/locus/ERG26>ERG26</a>
